Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
13,continues,783,783,610
13,china,48416,43467,6069
13,taking,1512,1500,1055
13,news,4062,3804,1930
13,step,659,650,510
13,xi,915,880,618
14,thing,2410,2252,1564
14,public,7829,7017,2962
14,work,2121,1985,1327
14,onpoli,1282,1282,789
14,health,20231,17138,4626
14,cut,856,832,685
14,billion,837,816,697
14,store,586,571,494
14,important,1327,1301,915
14,topoli,541,540,418
14,called,673,667,545
14,beer,488,453,419
14,ford,523,520,411
14,set,550,547,422
14,conservative,764,759,572
15,doctor,1928,1811,1104
15,read,1917,1902,1197
15,today,2964,2909,1696
15,family,1771,1702,1124
15,medical,4324,4064,1901
15,low,2251,2212,1334
15,risk,3747,3553,1831
15,remains,1303,1296,816
15,staff,1248,1189,804
15,care,1729,1565,1106
15,ottawa,863,703,443
15,morning,820,812,599
15,updated,764,757,534
15,canadian,8399,7283,2534
15,worker,1097,1074,682
16,ontario,4702,4424,2091
16,positive,1842,1819,1155
16,officer,2060,2001,1116
16,chief,1715,1686,1013
16,dr,2272,2172,1167
16,say,11447,10623,3421
16,test,1636,1571,1072
16,tested,1386,1349,865
16,province,2973,2749,1390
16,health,20231,17138,4626
16,medical,4324,4064,1901
16,statement,887,885,628
16,wife,1321,1309,947
16,cbcnews,853,790,422
16,result,763,756,591
17,say,11447,10623,3421
17,expert,2276,2164,1246
17,control,2186,2106,1284
17,new,11597,10625,3299
17,california,840,805,543
17,likely,910,888,622
17,wuhan,25615,23738,4484
17,uk,1177,1109,733
17,wont,626,622,484
17,patty,730,674,520
17,contagious,629,604,442
17,period,769,731,526
17,brought,506,483,398
17,county,479,454,323
17,drug,675,626,497
18,chinese,11010,10243,3414
18,coronaoutbreak,1486,1486,908
18,husband,1023,728,616
18,team,1089,1063,822
18,ship,765,729,491
18,cruise,719,701,465
18,facility,1047,746,569
18,research,1074,1023,752
18,new,11597,10625,3299
18,harvard,524,499,357
18,italy,682,654,493
18,sending,498,493,433
18,company,865,813,605
18,lying,538,533,399
18,spy,468,465,418
19,2019ncov,5324,5140,1694
19,novel,4768,4615,1945
19,disease,3644,3417,1917
19,information,2352,2171,1412
19,info,1028,989,723
19,student,1053,957,661
19,thread,754,741,549
19,infectious,1212,1205,885
19,question,1725,1600,1066
19,ncov,800,773,350
19,prevention,715,699,532
19,visit,721,716,562
19,centre,596,593,465
19,healthcare,571,558,401
19,alert,466,428,344
20,update,4425,4358,1906
20,live,2839,2796,1433
20,spreading,2273,2243,1372
20,watch,1649,1625,942
20,latest,1886,1873,1120
20,youtube,797,792,335
20,follow,792,787,603
20,trust,713,666,528
20,handle,510,500,414
20,press,630,626,482
20,conference,489,488,370
20,provide,476,471,342
20,situation,2228,2147,1349
20,daily,606,591,442
20,official,6670,6398,2459
21,fear,2701,2560,1455
21,government,5813,5456,2330
21,community,1622,1534,1090
21,resident,1255,1219,779
21,mayor,791,755,499
21,business,916,866,572
21,child,843,784,603
21,chinese,11010,10243,3414
21,racism,2028,1950,1233
21,lockdown,1581,1532,886
21,toronto,6580,5964,2556
21,plan,1840,1474,955
21,discrimination,553,506,414
21,message,595,593,470
21,telling,465,464,403
22,virus,13207,12259,3728
22,lab,2399,2164,1146
22,vaccine,2036,1815,1099
22,scientist,1513,1468,929
22,wuhan,25615,23738,4484
22,study,843,827,575
22,ebola,736,691,527
22,researcher,504,475,363
22,china,48416,43467,6069
22,link,640,621,411
22,national,2476,2418,1289
22,winnipeg,409,403,291
22,laboratory,586,562,409
22,warned,353,352,291
22,develop,345,335,282
23,medium,3650,3355,1908
23,news,4062,3804,1930
23,story,1705,1654,1149
23,social,1652,1597,1097
23,cbc,1343,1272,786
23,biological,723,678,486
23,post,835,817,623
23,program,756,747,557
23,reason,965,953,786
23,originated,814,812,650
23,warfare,440,426,336
23,twitter,746,711,560
23,china,48416,43467,6069
23,theory,622,591,484
23,linked,507,503,406
24,cdc,2151,2008,1078
24,risk,3747,3553,1831
24,symptom,2892,2752,1450
24,travel,4918,4350,1979
24,transmission,1622,1507,855
24,illness,1191,1111,812
24,mean,1056,1012,758
24,low,2251,2212,1334
24,warning,648,638,488
24,wuhan,25615,23738,4484
24,high,711,675,488
24,jan,1771,1496,922
24,january,907,888,597
24,respiratory,780,767,575
24,testing,611,591,448
25,travel,4918,4350,1979
25,city,5058,4766,1969
25,hong,2331,2143,875
25,kong,2210,2053,859
25,border,1933,1836,921
25,beijing,1813,1694,924
25,close,1663,1628,945
25,china,48416,43467,6069
25,ban,2012,1794,1041
25,hubei,1767,1600,815
25,chinese,11010,10243,3414
25,province,2973,2749,1390
25,school,1718,1557,1081
25,shanghai,1070,996,667
25,shut,766,738,533
26,confirms,1595,1589,941
26,state,3595,3359,1696
26,france,1028,1000,675
26,japan,1212,1129,709
26,united,1326,1310,893
26,germany,949,883,572
26,south,886,869,614
26,taiwan,883,765,449
26,india,705,628,427
26,korea,841,798,567
26,europe,469,458,363
26,singapore,567,540,347
26,near,554,513,409
26,thailand,508,499,347
26,humantohuman,378,372,289
27,flu,2758,2160,1404
27,look,1599,1560,1068
27,sick,1347,1188,888
27,tell,1170,1155,860
27,coronaviruscanada,829,829,455
27,thought,871,865,706
27,guy,967,873,683
27,london,521,509,378
27,le,855,737,536
27,right,1929,1858,1243
27,source,1312,1284,854
27,looking,556,550,444
27,shot,446,427,367
27,worry,853,818,668
27,scared,445,420,384
28,time,4942,4685,2336
28,pandemic,2157,2053,1199
28,good,2090,2039,1405
28,change,1108,1084,787
28,think,2340,2271,1464
28,real,1055,1027,753
28,climate,1538,1351,822
28,start,894,872,657
28,fight,886,867,681
28,believe,794,774,607
28,way,1917,1871,1293
28,seen,1048,1042,810
28,fact,1309,1241,935
28,thanks,620,608,494
28,article,911,879,507
29,mask,3407,2891,1416
29,know,3911,3694,2163
29,need,3441,3287,1906
29,face,1558,1511,924
29,wuhancoronavirus,2401,2381,791
29,hand,1404,1259,917
29,protect,1994,1954,1317
29,wuhanpneumonia,665,659,238
29,supply,860,815,513
29,wear,585,549,403
29,wearing,584,559,417
29,wash,547,502,426
29,n95,519,489,314
29,help,2971,2786,1584
29,wuhanoutbreak,527,527,306
30,sars,4589,4195,2029
30,day,6350,5323,2435
30,epidemic,3824,3739,1944
30,world,6643,6253,2755
30,infected,4338,4024,1764
30,far,2264,2239,1405
30,14,1288,1235,792
30,rate,1064,957,636
30,taken,1262,1079,809
30,economy,845,810,626
30,2003,767,744,527
30,thats,1133,1074,787
30,pay,725,535,460
30,attention,689,505,445
30,higher,528,517,370
