Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
cause,1352,1305,1082
emergency,1351,1303,1045
street,1344,1292,1005
democrat,1341,1168,750
per,1340,1203,932
active,1334,1202,850
using,1326,1263,1026
hour,1326,1221,973
crowd,1324,1292,953
toll,1319,1161,817
shut,1309,1263,961
group,1306,1247,1000
action,1293,1259,1013
wave,1289,1173,940
lie,1288,1192,947
anything,1287,1197,999
making,1284,1267,1043
staff,1282,1242,974
took,1281,1186,1008
friday,1277,1256,984
youre,1267,1142,950
100000,1261,1192,837
leave,1259,1223,1045
something,1255,1197,1004
justin,1255,1197,788
symptom,1252,1101,843
thought,1246,1236,1063
everything,1240,1218,1041
killed,1237,1030,836
save,1234,1201,993
restaurant,1234,1185,978
information,1231,1155,913
went,1223,1152,972
kid,1222,1149,963
die,1218,1121,863
friend,1210,1180,1002
uk,1209,1092,608
past,1208,1161,953
du,1208,1049,378
food,1205,1066,851
twitter,1203,1114,909
prime,1201,1172,879
member,1201,1160,951
high,1198,1164,942
top,1195,1170,950
didnt,1195,1149,959
bill,1195,1152,931
cdc,1191,1142,845
hard,1186,1173,980
spike,1184,1156,959
wait,1181,1125,974
middle,1181,1169,970
au,1180,947,343
billion,1179,1081,902
local,1173,1132,937
called,1171,1120,949
set,1169,1144,966
allowed,1166,1117,920
border,1165,1067,817
contact,1160,1060,825
7,1160,1013,800
healthcare,1154,1104,846
safety,1153,1119,937
someone,1152,1132,975
act,1152,1033,858
doug,1151,1129,724
reason,1150,1123,967
zealand,1148,1090,818
best,1146,1091,922
early,1145,1080,849
racist,1137,1074,863
citizen,1135,1111,896
politician,1132,1103,803
problem,1130,1077,906
science,1129,942,775
close,1125,1091,896
blacklivesmatter,1125,1118,902
believe,1124,1076,921
check,1121,1092,915
word,1117,985,874
result,1117,1074,909
evidence,1117,993,825
seen,1115,1056,921
hope,1113,1079,902
w,1109,978,766
tax,1109,956,761
record,1104,1080,838
policy,1104,1076,893
war,1093,987,814
fear,1086,856,713
join,1077,1056,815
gas,1077,962,797
almost,1077,1046,896
transmission,1075,1027,794
little,1075,1045,889
longterm,1074,1035,766
massive,1073,1057,915
closed,1071,1012,837
decision,1070,1027,863
officer,1068,1034,814
chinese,1067,988,692
park,1066,987,804
video,1064,968,819
small,1061,993,827
election,1056,978,754
100,1053,1016,840
he,1052,967,817
conservative,1046,947,726
used,1045,1006,845
florida,1045,848,623
resident,1038,985,769
disability,1038,838,451
single,1035,1020,892
political,1034,989,796
12,1034,1008,799
race,1033,1005,841
learn,1033,1009,733
justice,1033,954,812
nursing,1032,980,766
effort,1030,1003,820
attend,1028,926,718
15,1027,1001,819
hold,1026,1022,905
doesnt,1026,986,831
scientist,1024,992,787
feel,1023,1003,865
move,1019,990,854
failed,1018,941,758
despite,1018,1003,851
alone,1016,1000,874
ok,1015,966,781
hypocrisy,1014,970,705
shit,1013,1006,873
l,1013,791,344
population,1011,968,813
according,1010,972,779
situation,1007,966,744
always,1004,967,845
thread,1000,989,721
stage,993,881,720
leadership,992,957,799
happened,990,967,822
human,989,957,799
force,986,964,823
church,978,899,698
started,975,961,847
share,973,951,768
tear,972,863,698
cop,971,896,757
area,971,916,740
wuhan,968,898,662
rally,968,925,758
violence,966,920,767
republican,966,885,637
kill,965,897,759
love,964,917,820
actually,964,955,830
organization,962,952,791
highest,957,875,700
rare,954,935,739
able,952,926,807
zero,950,883,761
worse,950,936,805
old,949,928,787
henry,946,864,540
else,944,941,823
follow,943,920,749
talk,942,878,762
funeral,937,866,648
outside,936,927,822
try,931,916,787
ask,931,912,796
plus,930,866,536
concern,930,914,764
break,928,866,708
8,928,897,743
blame,925,843,720
24,923,849,657
likely,922,902,776
possible,920,916,765
major,918,908,784
announced,914,903,768
physical,913,896,719
dangerous,913,901,771
united,909,890,714
provincial,907,874,696
power,904,846,721
huge,904,889,770
worst,903,867,720
migrant,902,789,538
infected,902,863,689
voting,900,813,643
clear,898,881,768
york,897,862,711
article,895,880,620
governor,894,835,606
vulnerable,891,883,730
happening,891,883,744
understand,888,863,754
program,887,836,701
april,887,858,711
sign,886,861,739
cut,886,820,681
sur,885,727,302
student,884,705,597
donald,883,875,679
kenney,881,808,454
monday,880,872,708
large,879,868,729
normal,878,819,722
hell,876,859,775
india,874,734,350
nearly,870,866,739
hydroxychloroquine,870,842,615
longer,869,849,723
distance,864,855,762
centre,861,802,610
gop,859,730,515
essential,858,816,715
swab,857,663,598
weekend,856,822,707
fund,856,785,679
living,854,825,699
est,854,752,366
peaceful,853,828,715
dying,853,832,712
paid,852,802,633
killing,852,798,676
instead,849,843,740
mayor,848,795,642
history,847,830,713
lack,846,707,623
provide,845,837,648
true,844,828,723
blm,844,805,645
online,843,800,642
might,843,817,711
fine,842,763,638
claim,841,813,703
let,840,812,736
stand,839,815,712
seems,839,835,720
yes,838,813,718
cbc,837,805,576
began,837,714,615
14,837,825,672
team,836,789,655
soon,835,827,704
threat,834,819,719
came,834,791,709
tweet,833,801,685
30,832,811,699
shutdown,830,813,684
military,829,814,701
une,828,708,322
research,827,776,576
deal,827,809,712
given,826,813,700
bcpoli,825,825,339
quebec,821,735,518
advice,821,805,690
press,819,753,658
listen,818,796,692
cost,813,769,646
available,813,793,665
unemployment,806,765,618
guy,804,793,686
40,803,797,680
wont,801,771,675
bring,800,798,716
lead,797,792,677
phase,796,739,648
photo,795,781,652
condition,795,777,664
rt,792,724,571
guess,790,782,669
future,789,773,665
average,789,632,491
facility,788,760,652
summer,787,744,632
brazil,786,750,502
hundred,784,775,699
level,783,751,637
prevent,781,775,670
travel,780,700,577
looking,779,774,667
especially,776,763,650
poll,770,707,593
continues,770,765,645
talking,768,748,661
stigma,768,664,33
return,767,722,627
found,767,762,650
benefit,767,739,611
ltc,766,699,476
fall,766,762,657
behind,766,764,685
post,765,739,643
industry,764,700,502
head,764,758,674
theyre,763,719,615
chief,763,752,591
region,761,683,521
needed,757,751,665
folk,757,730,630
event,757,727,634
office,756,711,633
knew,753,724,644
store,749,724,648
seeing,749,747,665
court,749,692,568
access,749,726,598
hey,747,742,659
gun,747,586,511
tam,744,523,420
known,743,741,629
half,743,722,636
jkenney,740,734,428
based,740,730,601
term,738,684,587
address,735,728,597
opening,730,719,629
loss,730,701,627
protestors,727,704,605
patio,726,704,615
mp,725,693,549
wage,724,704,575
responsible,724,717,643
epidemic,723,704,577
deadly,720,710,615
rest,718,710,638
there,717,706,611
happen,717,708,616
dans,717,655,305
step,716,646,565
play,716,707,650
market,716,638,463
different,715,704,634
lab,714,632,536
iran,714,607,211
hear,714,704,631
pa,713,616,315
fauci,709,679,512
become,705,699,611
recovered,704,681,486
blood,704,587,508
spreading,703,694,615
maine,703,677,595
gov,702,680,565
attack,702,668,578
treatment,701,660,546
among,700,680,576
morning,699,685,581
voter,698,615,483
texas,698,600,466
related,698,686,568
ready,698,680,613
isnt,696,682,603
entire,696,694,619
helping,694,690,584
unemployed,693,690,556
fraud,693,660,576
usa,691,643,503
loved,690,662,591
course,690,676,596
info,689,668,503
rise,688,674,546
maybe,688,651,578
20,688,677,594
trust,686,644,541
literally,685,683,612
looting,684,670,561
fuck,684,644,548
run,683,642,570
whole,680,675,609
curve,680,637,585
prison,679,572,471
stock,678,606,499
low,678,661,559
answer,678,656,576
depression,676,676,579
minute,675,624,573
either,675,658,576
icu,673,649,522
flu,673,615,502
ucp,670,592,294
failure,669,599,505
north,668,652,533
calling,668,658,588
effective,666,661,585
guideline,663,630,536
quarantine,662,630,532
imagine,662,643,583
statement,661,656,570
turn,657,655,593
los,657,522,169
following,657,646,570
parent,656,604,531
stupid,653,636,540
biden,652,583,481
whether,651,631,565
challenge,651,639,520
age,650,595,518
abpoli,649,649,327
sense,648,637,582
racial,648,643,546
throw,647,647,609
kind,647,644,601
night,646,618,574
gather,644,635,522
telling,643,632,543
funding,642,619,537
heard,640,637,580
biggest,639,631,538
strategy,638,610,514
idiot,638,551,479
fucking,633,554,499
mental,631,574,437
9,631,615,524
period,630,602,544
il,630,524,275
forced,630,588,525
brutality,630,618,521
drug,628,566,466
special,626,597,507
comment,623,613,543
qui,622,538,284
four,621,616,558
higher,620,598,521
owner,619,597,528
date,619,603,470
v,618,576,505
detail,618,607,498
virtual,616,595,514
crime,616,604,538
allow,616,607,518
attention,615,600,527
giving,613,602,552
tracing,611,565,477
resource,611,570,467
recession,611,592,433
idea,611,598,551
here,611,608,524
production,610,595,556
criminal,610,591,515
tomorrow,609,594,523
proud,609,590,533
murder,609,597,538
saw,607,601,553
asked,607,592,502
truth,606,573,499
education,605,540,421
son,604,584,476
sunday,603,592,491
six,600,592,520
meanwhile,600,599,545
gone,600,591,531
taken,599,592,511
south,599,554,415
administration,599,587,473
fire,598,580,513
andrewscheer,598,534,392
ndp,596,559,417
meeting,596,576,508
demand,596,563,499
supply,595,571,476
ppe,595,547,472
heart,595,581,531
lying,592,540,480
ce,592,542,288
antifa,591,542,436
message,590,572,525
space,587,542,467
released,587,582,519
campaign,586,533,479
fake,585,544,455
nurse,584,543,477
caused,584,570,487
british,583,576,481
etc,582,543,493
democracy,581,576,499
ban,581,548,472
lock,580,558,470
account,580,556,512
knee,579,568,476
apart,579,577,519
practice,578,570,506
conference,578,564,502
mind,577,575,520
exactly,576,572,526
bonnie,576,573,428
torontostar,575,573,429
quickly,574,570,510
demonstration,574,568,490
short,572,559,484
absolutely,572,569,518
necessary,571,569,503
1000,570,559,502
60,569,544,461
current,568,566,497
critical,568,559,475
tonight,567,557,488
front,565,552,499
2019,560,498,431
hoax,559,519,405
difficult,556,555,473
cottage,556,553,409
affected,556,541,468
keeping,555,549,498
con,555,509,236
50,555,540,473
socialdistancing,554,551,441
forward,554,549,465
spending,553,532,462
serious,552,537,490
reduce,552,542,485
charge,551,530,485
dollar,550,519,478
wonder,548,540,492
midst,548,546,475
employee,546,518,455
civil,546,528,477
spent,545,538,494
international,543,526,454
held,541,524,467
financial,541,519,419
debt,541,474,395
seriously,539,535,493
though,538,537,490
men,538,501,454
john,538,532,451
protection,537,530,458
late,537,507,443
elderly,536,524,467
university,535,485,428
forget,534,529,480
effect,533,523,472
cancelled,532,490,445
ensure,531,525,442
amazing,529,520,483
13,529,523,463
view,528,519,340
reporter,528,517,430
within,527,497,446
security,527,504,426
declared,527,504,461
bylaw,527,520,458
11,527,522,461
ten,526,517,462
refuse,526,525,487
straight,525,525,492
pretty,525,513,468
key,525,521,436
aid,525,512,456
young,524,505,445
send,524,519,475
scheer,524,483,365
moment,524,516,459
expect,523,520,475
earlier,523,520,463
corrupt,523,514,446
running,521,514,464
saturday,519,507,449
finally,519,514,473
figure,519,509,442
stayathome,518,515,355
agree,517,514,460
recent,513,511,442
opportunity,513,505,441
cover,513,497,461
110000,513,511,397
worldwide,512,502,424
politics,510,493,420
county,509,471,394
cerb,509,450,325
25,509,498,449
vous,507,343,191
sarscov2,507,499,386
relief,507,492,424
lift,507,505,463
later,507,502,466
common,506,494,447
ppl,505,459,380
light,505,493,453
budget,505,430,376
reality,504,499,441
warning,503,499,424
starting,503,500,458
inside,502,495,455
supporting,500,495,457
remain,500,495,434
concerned,500,494,447
17,499,498,451
rioting,498,492,384
respect,498,487,456
avoid,497,489,438
covid19ontario,496,495,309
obama,495,444,375
arrested,495,460,409
reminder,494,494,452
appears,494,494,443
agency,494,479,440
indigenous,493,446,363
air,493,473,418
safely,492,486,429
five,492,483,440
fed,492,452,393
car,492,462,407
god,491,463,403
several,490,482,438
limit,490,487,433
hcq,490,386,228
shame,488,478,425
paying,488,486,449
society,487,475,423
mother,487,475,428
exposed,486,456,413
building,486,475,432
create,485,458,424
anymore,484,482,432
leading,483,479,429
climate,483,459,390
bar,483,473,448
gate,482,463,374
québec,481,427,181
lose,481,471,435
increased,481,477,429
hospitalization,481,453,354
begin,481,477,428
apparently,481,478,421
plant,480,308,278
eye,480,464,424
b,480,463,399
weve,479,474,445
source,479,468,384
polqc,479,479,147
beginning,478,476,444
authority,478,466,411
mail,477,425,384
18,477,467,429
delay,476,470,403
cnn,476,461,386
ill,475,458,419
former,475,453,406
jason,474,469,308
facing,474,447,378
bank,474,391,337
stayhome,473,467,284
worth,472,465,421
november,471,465,389
surge,470,455,393
novel,470,467,340
fatality,470,443,356
staying,469,468,438
nobody,469,437,398
example,469,464,435
youtube,468,463,280
freedom,468,449,387
focus,468,460,407
farm,468,437,343
arent,468,463,415
priority,467,462,417
price,467,447,385
led,467,462,422
trial,465,425,342
ahead,465,465,414
wife,464,413,386
bullshit,464,460,393
arizona,464,443,327
solution,462,454,407
rioter,462,447,336
pas,462,459,414
hearing,462,423,385
along,462,458,423
wow,461,448,419
speak,461,459,428
site,459,420,346
sent,459,455,420
couple,459,456,416
handling,458,442,384
op,457,450,370
capacity,457,422,371
largest,455,449,399
healthy,455,426,368
cure,455,415,385
asking,455,450,406
professional,454,449,415
illness,454,444,404
ignored,453,425,397
attended,453,444,406
department,452,444,353
majority,451,432,390
created,451,447,404
16,451,441,389
difference,450,428,378
thinking,448,442,397
room,446,436,396
release,446,438,388
note,446,445,410
frontline,446,435,361
complete,446,444,413
albertans,446,411,263
chance,444,437,392
announces,444,436,365
avec,443,409,225
holding,442,441,393
beach,442,399,367
offer,440,431,380
agenda,440,433,381
probably,438,435,403
decided,438,435,409
build,436,428,391
poor,435,415,357
hate,435,400,361
discus,435,434,356
piece,434,426,384
bringing,434,427,360
add,434,432,397
role,433,427,384
packed,433,426,388
officially,433,381,346
name,433,412,380
la,433,363,143
apply,433,400,353
season,432,387,343
potus,432,426,351
near,432,430,395
list,432,413,383
journalist,431,429,400
hero,431,413,382
explain,431,428,379
count,431,402,351
claimed,431,426,398
vancouver,430,393,258
interest,430,413,366
individual,430,414,377
damage,430,422,369
wake,429,423,387
letter,428,417,372
sad,427,418,381
moving,427,423,376
disaster,427,420,380
worked,426,406,380
n,426,387,273
yeg,425,424,272
stopped,425,422,391
montreal,425,415,285
dc,425,407,367
ont,424,392,282
nous,423,325,194
legal,423,413,381
conspiracy,423,389,356
voice,422,408,374
personal,422,419,356
paper,422,392,351
narrative,422,415,375
suddenly,421,420,377
russia,421,387,331
mandatory,421,356,305
project,420,390,345
ca,420,328,150
whats,419,407,363
ne,419,380,231
mr,419,371,322
income,419,388,357
happy,418,412,365
democratic,418,357,333
deep,418,410,347
passed,417,409,374
experience,417,403,350
enforcement,417,404,365
worried,416,384,347
par,416,392,219
mark,416,408,364
suggests,415,415,368
remains,415,411,354
mom,415,407,380
joke,415,411,379
joe,415,407,347
covid19ab,415,401,204
saved,414,407,372
aux,414,381,195
kept,412,393,370
clearly,412,412,382
waiting,411,409,384
covering,411,396,344
jail,409,393,367
incredible,409,407,376
changed,409,398,369
green,408,393,346
georgefloyd,408,407,342
allowing,408,401,358
wish,407,400,365
locked,407,399,367
excuse,407,396,360
side,406,367,346
february,406,400,338
accountability,406,401,379
2nd,406,400,371
manufacturer,405,404,398
victim,404,385,341
trudeaus,404,381,322
oil,404,348,307
22,403,398,342
standard,402,401,364
pushing,401,397,362
none,401,399,381
sorry,400,392,366
beyond,400,399,364
immunity,399,376,300
greater,399,383,350
currently,399,396,337
unit,398,392,324
shop,398,356,338
refused,398,392,370
household,398,361,316
council,398,383,305
often,397,391,360
isolation,397,386,349
output,396,395,391
meet,396,384,352
foreign,396,357,320
activity,396,383,348
water,394,373,325
resume,394,390,345
interesting,394,387,341
1918,394,394,365
strong,393,383,355
prof,393,391,336
23,393,383,348
ottnews,392,392,140
direct,392,388,258
push,391,381,353
general,391,385,342
favourite,391,386,377
washington,390,386,308
nationwide,390,389,349
director,390,373,326
cent,390,362,304
systemic,389,380,344
payment,389,360,284
guidance,389,347,293
buy,388,384,355
brought,388,354,333
board,388,364,314
yyc,387,385,194
receive,387,370,328
cbcnews,387,385,266
investigation,386,370,326
wanted,385,381,356
sport,385,347,258
showing,385,385,356
covid19canada,385,384,244
throughout,384,382,351
review,384,373,332
except,384,358,333
california,384,365,296
double,383,377,350
picture,382,376,352
burning,382,381,346
unrest,381,377,349
ongoing,381,381,336
linked,380,376,321
hospitalized,380,287,244
win,379,362,335
unless,379,358,330
struggling,379,375,333
edmonton,379,371,278
door,379,355,321
cancer,379,363,330
80,379,372,310
tried,377,345,326
completely,377,374,350
class,377,352,324
broken,377,371,351
body,377,359,323
antiracism,377,377,341
truly,376,375,351
link,376,370,339
consider,376,373,347
tool,375,365,323
destroy,375,364,315
book,375,362,321
e,374,317,99
nyc,373,353,307
hypocrite,373,362,308
girl,373,315,266
approach,373,369,329
received,372,371,342
london,372,347,261
decade,372,370,340
rather,371,369,345
lied,371,352,313
joebiden,371,327,282
sit,370,349,326
attending,370,363,327
arrest,370,350,318
0,370,289,246
housing,369,327,277
trudeaumustgo,368,368,255
slow,368,354,324
private,368,332,300
walk,367,359,342
ticket,367,336,295
sweden,367,330,267
perhaps,367,365,351
injustice,367,366,335
happens,366,362,336
executive,366,354,311
rising,365,358,313
opposition,365,363,292
researcher,364,362,321
model,364,349,312
harm,364,353,331
flatten,364,361,344
dems,364,325,251
andrew,364,353,313
red,363,334,300
january,363,358,325
false,363,356,324
putting,362,360,334
helped,362,355,338
additional,362,356,297
learning,361,336,298
hiding,361,359,316
respond,360,357,319
july,359,347,313
followed,359,349,317
wash,358,319,267
opinion,358,338,295
fully,358,355,331
tuesday,357,355,307
flight,357,325,290
1968,357,356,330
gave,356,345,314
disproportionately,356,336,303
town,355,326,293
watching,354,340,314
warned,354,352,321
severe,354,350,313
scam,354,345,283
perfect,354,348,330
husband,354,346,332
hide,354,352,323
sector,353,328,277
fired,353,352,179
charged,353,290,278
planning,352,336,307
generation,352,349,335
development,351,346,304
upset,350,317,290
recently,350,348,330
chaos,350,341,304
professor,349,349,313
nytimes,349,349,297
includes,349,347,310
28,348,340,309
teacher,347,313,261
pushed,347,346,323
décès,347,282,129
drop,347,340,310
sont,345,317,193
pandémie,345,343,170
lifted,345,342,317
incompetence,345,343,317
growing,345,345,320
colleague,345,334,309
accountable,345,343,304
website,344,340,291
customer,344,329,301
block,344,339,316
whose,343,340,317
respiratory,343,321,295
homeless,343,231,218
briefing,343,330,290
beat,343,338,307
supposed,342,340,319
ny,342,300,253
carolina,342,280,244
sound,341,338,319
poverty,341,322,282
kit,341,257,236
c,341,319,250
abuse,341,328,293
survey,340,307,255
losing,340,335,303
responsibility,339,329,305
creating,339,339,325
spend,338,337,307
significant,338,336,286
francoislegault,338,337,202
analysis,338,329,279
who,337,329,297
transit,337,291,245
phone,337,315,300
seem,336,334,316
lowest,336,328,281
damn,336,331,302
icymi,335,335,265
curfew,335,305,284
committee,335,306,269
scamdemic,334,273,206
choose,334,321,302
grocery,333,318,306
correct,333,328,310
ballot,333,300,266
italy,332,316,261
hong,332,304,223
welcome,331,330,309
spoke,331,331,260
previous,331,320,274
value,330,323,298
shutting,330,330,295
register,329,321,260
realize,328,328,307
lol,328,304,256
dear,328,327,299
restart,327,325,301
recorded,327,313,253
worry,326,323,295
lower,326,314,270
game,326,304,285
debate,325,289,269
cuomo,325,292,233
belief,325,319,296
tune,324,323,280
updated,323,318,249
ignore,323,320,288
1st,323,302,272
workplace,322,297,261
sitting,322,304,276
insurance,322,260,233
approve,322,256,240
guard,321,305,286
wrote,319,318,293
immediate,319,271,247
finding,319,317,295
coverage,319,311,229
appear,319,319,306
alert,319,303,277
viral,318,303,208
couldnt,318,312,290
confused,318,295,270
announcement,317,312,280
west,316,307,279
misleading,316,315,297
immune,316,312,275
immediately,316,316,292
defund,316,294,265
nice,315,308,293
factory,315,290,244
evil,315,303,275
violent,314,309,279
simply,314,313,292
inequality,314,297,258
fox,314,307,287
fast,314,307,288
1929,314,314,297
voted,313,298,285
id,313,305,291
color,313,305,274
theory,312,291,266
angry,312,292,283
31,312,305,253
issued,311,311,266
discussion,311,307,261
scientific,310,303,267
road,310,303,275
minority,310,299,272
zone,309,234,182
incompetent,309,306,277
include,309,301,287
choice,309,304,279
trumprecession,308,308,202
simple,308,306,295
expected,308,306,276
dealing,308,304,282
collapse,308,303,274
cancel,308,300,277
burn,308,300,268
australia,308,291,226
68,308,308,278
tip,307,295,254
suffering,307,304,283
subsidy,307,292,228
leaving,307,305,285
actual,307,300,279
danger,306,303,268
senator,305,278,241
required,305,296,272
prepare,305,303,278
kong,305,290,215
interview,305,301,259
destroying,305,305,278
credit,305,282,249
500,305,304,271
speaking,304,302,280
regime,304,276,143
outdoor,304,301,283
image,304,301,275
foot,304,294,280
nova,303,273,156
destroyed,303,295,264
partner,302,297,266
joined,301,301,289
disgusting,301,271,251
option,300,294,275
epidemiologist,300,297,256
energy,300,287,260
ended,300,292,267
demanding,300,274,261
thursday,299,297,273
asshole,299,288,261
trend,298,291,256
track,298,290,263
mistake,298,292,259
memorial,298,289,271
attempt,298,298,273
as,297,295,280
whitehouse,296,293,265
outraged,296,295,282
minneapolis,296,292,268
er,296,287,271
michigan,295,269,243
built,295,270,250
100k,295,295,269
santé,294,276,152
hug,294,274,265
